Match ID	taxonomy	annotation ID	ype	distance	relation	product
XM_014882978.1/5917-5981(+)	9172	gene-MYO9B	gene	0	inside e1169	None
XM_014882978.1/5917-5981(+)	9172	cds-XP_014738464.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X5']

XM_014882981.1/5827-5891(+)	9172	XM_014882981.1:1..7060	region	0	inside e1169	['mRNA']
XM_014882981.1/5827-5891(+)	9172	gene-MYO9B	gene	0	inside e1169	None
XM_014882981.1/5827-5891(+)	9172	cds-XP_014738467.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X7']

XM_014882982.1/6028-6092(+)	9172	XM_014882982.1:1..7273	region	0	inside e1181	['mRNA']
XM_014882982.1/6028-6092(+)	9172	gene-MYO9B	gene	0	inside e1181	None
XM_014882982.1/6028-6092(+)	9172	cds-XP_014738468.1	CDS	0	inside e286	['unconventional myosin-IXb isoform X8']

XM_014882984.1/5938-6002(+)	9172	XM_014882984.1:1..7183	region	0	inside e1181	['mRNA']
XM_014882984.1/5938-6002(+)	9172	gene-MYO9B	gene	0	inside e1181	None
XM_014882984.1/5938-6002(+)	9172	cds-XP_014738470.1	CDS	0	inside e286	['unconventional myosin-IXb isoform X10']

XM_005141501.1/5947-6011(+)	13146	XM_005141501.1:1..7123	region	0	inside e1112	['mRNA']
XM_005141501.1/5947-6011(+)	13146	gene-LOC101875586	gene	0	inside e1112	None
XM_005141501.1/5947-6011(+)	13146	cds-XP_005141558.1	CDS	0	inside e715	['LOW QUALITY PROTEIN: unconventional myosin-IXb']

XM_014273618.1/5939-6003(+)	44394	XM_014273618.1:1..7140	region	0	inside e1137	['mRNA']
XM_014273618.1/5939-6003(+)	44394	gene-MYO9B	gene	0	inside e1137	None
XM_014273618.1/5939-6003(+)	44394	cds-XP_014129093.1	CDS	0	inside e709	['unconventional myosin-IXb isoform X1']

XM_014273619.1/6026-6090(+)	44394	XM_014273619.1:1..7251	region	0	inside e1161	['mRNA']
XM_014273619.1/6026-6090(+)	44394	gene-MYO9B	gene	0	inside e1161	None
XM_014273619.1/6026-6090(+)	44394	cds-XP_014129094.1	CDS	0	inside e283	['unconventional myosin-IXb isoform X2']

XM_014273621.1/5936-6000(+)	44394	XM_014273621.1:1..7161	region	0	inside e1161	['mRNA']
XM_014273621.1/5936-6000(+)	44394	gene-MYO9B	gene	0	inside e1161	None
XM_014273621.1/5936-6000(+)	44394	cds-XP_014129096.1	CDS	0	inside e283	['unconventional myosin-IXb isoform X4']

XM_017743848.1/6058-6122(+)	85066	XM_017743848.1:1..7288	region	0	inside e1166	['mRNA']
XM_017743848.1/6058-6122(+)	85066	gene-MYO9B	gene	0	inside e1166	None
XM_017743848.1/6058-6122(+)	85066	cds-XP_017599337.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X1']

XM_017743849.1/6037-6101(+)	85066	XM_017743849.1:1..6813	region	0	inside e712	['mRNA']
XM_017743849.1/6037-6101(+)	85066	gene-MYO9B	gene	0	inside e712	None
XM_017743849.1/6037-6101(+)	85066	cds-XP_017599338.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X2']

XM_017743851.1/5968-6032(+)	85066	XM_017743851.1:1..7198	region	0	inside e1166	['mRNA']
XM_017743851.1/5968-6032(+)	85066	gene-MYO9B	gene	0	inside e1166	None
XM_017743851.1/5968-6032(+)	85066	cds-XP_017599340.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X4']

XM_017743852.1/5947-6011(+)	85066	XM_017743852.1:1..7177	region	0	inside e1166	['mRNA']
XM_017743852.1/5947-6011(+)	85066	gene-MYO9B	gene	0	inside e1166	None
XM_017743852.1/5947-6011(+)	85066	cds-XP_017599341.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X5']

XM_017743853.1/5947-6011(+)	85066	XM_017743853.1:1..7177	region	0	inside e1166	['mRNA']
XM_017743853.1/5947-6011(+)	85066	gene-MYO9B	gene	0	inside e1166	None
XM_017743853.1/5947-6011(+)	85066	cds-XP_017599342.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X6']

XM_017743854.1/5926-5990(+)	85066	XM_017743854.1:1..7156	region	0	inside e1166	['mRNA']
XM_017743854.1/5926-5990(+)	85066	gene-MYO9B	gene	0	inside e1166	None
XM_017743854.1/5926-5990(+)	85066	cds-XP_017599343.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X7']

XM_017743856.1/5860-5924(+)	85066	XM_017743856.1:1..7090	region	0	inside e1166	['mRNA']
XM_017743856.1/5860-5924(+)	85066	gene-MYO9B	gene	0	inside e1166	None
XM_017743856.1/5860-5924(+)	85066	cds-XP_017599345.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X9']

XM_017743857.1/5857-5921(+)	85066	XM_017743857.1:1..7087	region	0	inside e1166	['mRNA']
XM_017743857.1/5857-5921(+)	85066	gene-MYO9B	gene	0	inside e1166	None
XM_017743857.1/5857-5921(+)	85066	cds-XP_017599346.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X10']

XM_017743858.1/6058-6122(+)	85066	XM_017743858.1:1..6719	region	0	inside e597	['mRNA']
XM_017743858.1/6058-6122(+)	85066	gene-MYO9B	gene	0	inside e597	None
XM_017743858.1/6058-6122(+)	85066	cds-XP_017599347.1	CDS	0	inside e286	['unconventional myosin-IXb isoform X11']

XR_001865144.1/6572-6636(+)	85066	XR_001865144.1:1..6775	region	0	inside e139	['transcribed RNA']
XR_001865144.1/6572-6636(+)	85066	gene-MYO9B	gene	0	inside e139	None
XR_001865144.1/6572-6636(+)	85066	rna-MYO9B	transcript	0	inside e139	"['myosin IXB, transcript variant X12']"
XR_001865144.1/6572-6636(+)	85066	exon-MYO9B-1	exon	0	inside e139	"['myosin IXB, transcript variant X12']"

XM_017743860.1/5934-5998(+)	85066	XM_017743860.1:1..6595	region	0	inside e597	['mRNA']
XM_017743860.1/5934-5998(+)	85066	gene-MYO9B	gene	0	inside e597	None
XM_017743860.1/5934-5998(+)	85066	cds-XP_017599349.1	CDS	0	inside e286	['unconventional myosin-IXb isoform X13']

XM_019293169.2/6056-6120(+)	932674	XM_019293169.2:1..7286	region	0	inside e1166	['mRNA']
XM_019293169.2/6056-6120(+)	932674	gene-MYO9B	gene	0	inside e1166	None
XM_019293169.2/6056-6120(+)	932674	cds-XP_019148714.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X1']

XM_019293170.2/6063-6127(+)	932674	XM_019293170.2:1..7293	region	0	inside e1166	['mRNA']
XM_019293170.2/6063-6127(+)	932674	gene-MYO9B	gene	0	inside e1166	None
XM_019293170.2/6063-6127(+)	932674	cds-XP_019148715.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X1']

XM_010411527.3/6035-6099(+)	932674	XM_010411527.3:1..7265	region	0	inside e1166	['mRNA']
XM_010411527.3/6035-6099(+)	932674	gene-MYO9B	gene	0	inside e1166	None
XM_010411527.3/6035-6099(+)	932674	cds-XP_010409829.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X2']

XM_019293172.2/5966-6030(+)	932674	XM_019293172.2:1..7196	region	0	inside e1166	['mRNA']
XM_019293172.2/5966-6030(+)	932674	gene-MYO9B	gene	0	inside e1166	None
XM_019293172.2/5966-6030(+)	932674	cds-XP_019148717.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X4']

XM_010411529.3/5945-6009(+)	932674	XM_010411529.3:1..7175	region	0	inside e1166	['mRNA']
XM_010411529.3/5945-6009(+)	932674	gene-MYO9B	gene	0	inside e1166	None
XM_010411529.3/5945-6009(+)	932674	cds-XP_010409831.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X5']

XM_019293173.2/5945-6009(+)	932674	XM_019293173.2:1..7175	region	0	inside e1166	['mRNA']
XM_019293173.2/5945-6009(+)	932674	gene-MYO9B	gene	0	inside e1166	None
XM_019293173.2/5945-6009(+)	932674	cds-XP_019148718.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X6']

XM_019293175.2/5858-5922(+)	932674	XM_019293175.2:1..7088	region	0	inside e1166	['mRNA']
XM_019293175.2/5858-5922(+)	932674	gene-MYO9B	gene	0	inside e1166	None
XM_019293175.2/5858-5922(+)	932674	cds-XP_019148720.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X8']

XM_019293176.2/5855-5919(+)	932674	XM_019293176.2:1..7085	region	0	inside e1166	['mRNA']
XM_019293176.2/5855-5919(+)	932674	gene-MYO9B	gene	0	inside e1166	None
XM_019293176.2/5855-5919(+)	932674	cds-XP_019148721.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X9']

XM_019293177.2/6056-6120(+)	932674	XM_019293177.2:1..6499	region	0	inside e379	['mRNA']
XM_019293177.2/6056-6120(+)	932674	gene-MYO9B	gene	0	inside e379	None
XM_019293177.2/6056-6120(+)	932674	cds-XP_019148722.1	CDS	0	inside e286	['unconventional myosin-IXb isoform X10']

XM_010411535.3/5945-6009(+)	932674	XM_010411535.3:1..6388	region	0	inside e379	['mRNA']
XM_010411535.3/5945-6009(+)	932674	gene-MYO9B	gene	0	inside e379	None
XM_010411535.3/5945-6009(+)	932674	cds-XP_010409837.1	CDS	0	inside e286	['unconventional myosin-IXb isoform X11']

XM_017836418.1/6169-6233(+)	321398	XM_017836418.1:1..7389	region	0	inside e1156	['mRNA']
XM_017836418.1/6169-6233(+)	321398	gene-MYO9B	gene	0	inside e1156	None
XM_017836418.1/6169-6233(+)	321398	cds-XP_017691907.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X1']

XM_017836419.1/6031-6095(+)	321398	XM_017836419.1:1..7251	region	0	inside e1156	['mRNA']
XM_017836419.1/6031-6095(+)	321398	gene-MYO9B	gene	0	inside e1156	None
XM_017836419.1/6031-6095(+)	321398	cds-XP_017691908.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X1']

XM_017836422.1/6079-6143(+)	321398	XM_017836422.1:1..7299	region	0	inside e1156	['mRNA']
XM_017836422.1/6079-6143(+)	321398	gene-MYO9B	gene	0	inside e1156	None
XM_017836422.1/6079-6143(+)	321398	cds-XP_017691911.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X3']

XM_017836423.1/5971-6035(+)	321398	XM_017836423.1:1..7191	region	0	inside e1156	['mRNA']
XM_017836423.1/5971-6035(+)	321398	gene-MYO9B	gene	0	inside e1156	None
XM_017836423.1/5971-6035(+)	321398	cds-XP_017691912.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X4']

XM_017836424.1/5968-6032(+)	321398	XM_017836424.1:1..7188	region	0	inside e1156	['mRNA']
XM_017836424.1/5968-6032(+)	321398	gene-MYO9B	gene	0	inside e1156	None
XM_017836424.1/5968-6032(+)	321398	cds-XP_017691913.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X5']

XM_017836425.1/6169-6233(+)	321398	XM_017836425.1:1..6632	region	0	inside e399	['mRNA']
XM_017836425.1/6169-6233(+)	321398	gene-MYO9B	gene	0	inside e399	None
XM_017836425.1/6169-6233(+)	321398	cds-XP_017691914.1	CDS	0	inside e286	['unconventional myosin-IXb isoform X6']

XM_017836427.1/6079-6143(+)	321398	XM_017836427.1:1..6542	region	0	inside e399	['mRNA']
XM_017836427.1/6079-6143(+)	321398	gene-MYO9B	gene	0	inside e399	None
XM_017836427.1/6079-6143(+)	321398	cds-XP_017691916.1	CDS	0	inside e286	['unconventional myosin-IXb isoform X8']

XM_016304498.1/6004-6068(+)	59894	XM_016304498.1:1..7220	region	0	inside e1152	['mRNA']
XM_016304498.1/6004-6068(+)	59894	gene-MYO9B	gene	0	inside e1152	None
XM_016304498.1/6004-6068(+)	59894	cds-XP_016159984.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X1']

XM_016304501.1/5914-5978(+)	59894	XM_016304501.1:1..7130	region	0	inside e1152	['mRNA']
XM_016304501.1/5914-5978(+)	59894	gene-MYO9B	gene	0	inside e1152	None
XM_016304501.1/5914-5978(+)	59894	cds-XP_016159987.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X4']

XM_016304502.1/5893-5957(+)	59894	XM_016304502.1:1..7109	region	0	inside e1152	['mRNA']
XM_016304502.1/5893-5957(+)	59894	gene-MYO9B	gene	0	inside e1152	None
XM_016304502.1/5893-5957(+)	59894	cds-XP_016159988.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X5']

XM_016304504.1/5803-5867(+)	59894	XM_016304504.1:1..7019	region	0	inside e1152	['mRNA']
XM_016304504.1/5803-5867(+)	59894	gene-MYO9B	gene	0	inside e1152	None
XM_016304504.1/5803-5867(+)	59894	cds-XP_016159990.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X7']

XM_016304505.1/6004-6068(+)	59894	XM_016304505.1:1..6447	region	0	inside e379	['mRNA']
XM_016304505.1/6004-6068(+)	59894	gene-MYO9B	gene	0	inside e379	None
XM_016304505.1/6004-6068(+)	59894	cds-XP_016159991.1	CDS	0	inside e286	['unconventional myosin-IXb isoform X8']

XM_016304507.1/5914-5978(+)	59894	XM_016304507.1:1..6357	region	0	inside e379	['mRNA']
XM_016304507.1/5914-5978(+)	59894	gene-MYO9B	gene	0	inside e379	None
XM_016304507.1/5914-5978(+)	59894	cds-XP_016159993.1	CDS	0	inside e286	['unconventional myosin-IXb isoform X10']

XM_014310590.1/5962-6026(+)	48883	XM_014310590.1:1..7200	region	0	inside e1174	['mRNA']
XM_014310590.1/5962-6026(+)	48883	gene-MYO9B	gene	0	inside e1174	None
XM_014310590.1/5962-6026(+)	48883	cds-XP_014166065.1	CDS	0	inside e283	['unconventional myosin-IXb']

XM_012571208.1/4601-4665(+)	59729	XM_012571208.1:1..5775	region	0	inside e1110	['mRNA']
XM_012571208.1/4601-4665(+)	59729	gene-MYO9B	gene	0	inside e1110	None
XM_012571208.1/4601-4665(+)	59729	cds-XP_012426662.1	CDS	0	inside e658	['unconventional myosin-IXb']

XM_006126811.2/5840-5904(+)	13735	XM_006126811.2:1..7620	region	0	inside e1716	['mRNA']
XM_006126811.2/5840-5904(+)	13735	gene-MYO9B	gene	0	inside e1716	None
XM_006126811.2/5840-5904(+)	13735	cds-XP_006126873.1	CDS	0	inside e718	['unconventional myosin-IXb isoform X1']

XM_006126812.2/5822-5886(+)	13735	XM_006126812.2:1..7602	region	0	inside e1716	['mRNA']
XM_006126812.2/5822-5886(+)	13735	gene-MYO9B	gene	0	inside e1716	None
XM_006126812.2/5822-5886(+)	13735	cds-XP_006126874.1	CDS	0	inside e718	['unconventional myosin-IXb isoform X2']

XM_006126814.2/5735-5799(+)	13735	XM_006126814.2:1..7515	region	0	inside e1716	['mRNA']
XM_006126814.2/5735-5799(+)	13735	gene-MYO9B	gene	0	inside e1716	None
XM_006126814.2/5735-5799(+)	13735	cds-XP_006126876.1	CDS	0	inside e718	['unconventional myosin-IXb isoform X4']

XM_006126815.2/5732-5796(+)	13735	XM_006126815.2:1..7512	region	0	inside e1716	['mRNA']
XM_006126815.2/5732-5796(+)	13735	gene-MYO9B	gene	0	inside e1716	None
XM_006126815.2/5732-5796(+)	13735	cds-XP_006126877.1	CDS	0	inside e718	['unconventional myosin-IXb isoform X5']

XM_006126816.2/5840-5904(+)	13735	XM_006126816.2:1..6568	region	0	inside e664	['mRNA']
XM_006126816.2/5840-5904(+)	13735	gene-MYO9B	gene	0	inside e664	None
XM_006126816.2/5840-5904(+)	13735	cds-XP_006126878.1	CDS	0	inside e286	['unconventional myosin-IXb isoform X6']

XM_014259963.1/6061-6125(+)	181119	XM_014259963.1:1..7298	region	0	inside e1173	['mRNA']
XM_014259963.1/6061-6125(+)	181119	gene-MYO9B	gene	0	inside e1173	None
XM_014259963.1/6061-6125(+)	181119	cds-XP_014115438.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X1']

XM_014259965.1/5971-6035(+)	181119	XM_014259965.1:1..7208	region	0	inside e1173	['mRNA']
XM_014259965.1/5971-6035(+)	181119	gene-MYO9B	gene	0	inside e1173	None
XM_014259965.1/5971-6035(+)	181119	cds-XP_014115440.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X3']

XM_014259966.1/5950-6014(+)	181119	XM_014259966.1:1..7187	region	0	inside e1173	['mRNA']
XM_014259966.1/5950-6014(+)	181119	gene-MYO9B	gene	0	inside e1173	None
XM_014259966.1/5950-6014(+)	181119	cds-XP_014115441.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X4']

XM_014259968.1/5860-5924(+)	181119	XM_014259968.1:1..7097	region	0	inside e1173	['mRNA']
XM_014259968.1/5860-5924(+)	181119	gene-MYO9B	gene	0	inside e1173	None
XM_014259968.1/5860-5924(+)	181119	cds-XP_014115443.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X6']

XM_014259969.1/6061-6125(+)	181119	XM_014259969.1:1..7310	region	0	inside e1185	['mRNA']
XM_014259969.1/6061-6125(+)	181119	gene-MYO9B	gene	0	inside e1185	None
XM_014259969.1/6061-6125(+)	181119	cds-XP_014115444.1	CDS	0	inside e286	['unconventional myosin-IXb isoform X7']

XM_005531235.2/5971-6035(+)	181119	XM_005531235.2:1..7220	region	0	inside e1185	['mRNA']
XM_005531235.2/5971-6035(+)	181119	gene-MYO9B	gene	0	inside e1185	None
XM_005531235.2/5971-6035(+)	181119	cds-XP_005531292.1	CDS	0	inside e286	['unconventional myosin-IXb isoform X8']

XM_015651818.1/6087-6151(+)	9157	XM_015651818.1:1..7340	region	0	inside e1189	['mRNA']
XM_015651818.1/6087-6151(+)	9157	gene-MYO9B	gene	0	inside e1189	None
XM_015651818.1/6087-6151(+)	9157	cds-XP_015507304.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X1']

XM_015651820.1/5997-6061(+)	9157	XM_015651820.1:1..7250	region	0	inside e1189	['mRNA']
XM_015651820.1/5997-6061(+)	9157	gene-MYO9B	gene	0	inside e1189	None
XM_015651820.1/5997-6061(+)	9157	cds-XP_015507306.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X3']

XM_015651821.1/5976-6040(+)	9157	XM_015651821.1:1..7229	region	0	inside e1189	['mRNA']
XM_015651821.1/5976-6040(+)	9157	gene-MYO9B	gene	0	inside e1189	None
XM_015651821.1/5976-6040(+)	9157	cds-XP_015507307.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X4']

XM_015651823.1/5886-5950(+)	9157	XM_015651823.1:1..7139	region	0	inside e1189	['mRNA']
XM_015651823.1/5886-5950(+)	9157	gene-MYO9B	gene	0	inside e1189	None
XM_015651823.1/5886-5950(+)	9157	cds-XP_015507309.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X6']

XM_015651824.1/6087-6151(+)	9157	XM_015651824.1:1..6858	region	0	inside e707	['mRNA']
XM_015651824.1/6087-6151(+)	9157	gene-MYO9B	gene	0	inside e707	None
XM_015651824.1/6087-6151(+)	9157	cds-XP_015507310.1	CDS	0	inside e286	['unconventional myosin-IXb isoform X7']

XM_015651829.1/5997-6061(+)	9157	XM_015651829.1:1..6768	region	0	inside e707	['mRNA']
XM_015651829.1/5997-6061(+)	9157	gene-MYO9B	gene	0	inside e707	None
XM_015651829.1/5997-6061(+)	9157	cds-XP_015507315.1	CDS	0	inside e286	['unconventional myosin-IXb isoform X10']

XM_019009130.1/6104-6168(+)	9157	XM_019009130.1:1..7357	region	0	inside e1189	['mRNA']
XM_019009130.1/6104-6168(+)	9157	gene-MYO9B	gene	0	inside e1189	None
XM_019009130.1/6104-6168(+)	9157	cds-XP_018864675.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X1']

XM_019009131.1/6204-6268(+)	9157	XM_019009131.1:1..7457	region	0	inside e1189	['mRNA']
XM_019009131.1/6204-6268(+)	9157	gene-MYO9B	gene	0	inside e1189	None
XM_019009131.1/6204-6268(+)	9157	cds-XP_018864676.1	CDS	0	inside e712	['unconventional myosin-IXb isoform X1']

XM_014522364.1/5840-5904(+)	38654	XM_014522364.1:1..7085	region	0	inside e1181	['mRNA']
XM_014522364.1/5840-5904(+)	38654	gene-MYO9B	gene	0	inside e1181	None
XM_014522364.1/5840-5904(+)	38654	cds-XP_014377850.1	CDS	0	inside e730	['unconventional myosin-IXb isoform X1']

XM_014522365.1/5816-5880(+)	38654	XM_014522365.1:1..7061	region	0	inside e1181	['mRNA']
XM_014522365.1/5816-5880(+)	38654	gene-MYO9B	gene	0	inside e1181	None
XM_014522365.1/5816-5880(+)	38654	cds-XP_014377851.1	CDS	0	inside e730	['unconventional myosin-IXb isoform X2']

XM_014522366.1/5696-5760(+)	38654	XM_014522366.1:1..6941	region	0	inside e1181	['mRNA']
XM_014522366.1/5696-5760(+)	38654	gene-MYO9B	gene	0	inside e1181	None
XM_014522366.1/5696-5760(+)	38654	cds-XP_014377852.1	CDS	0	inside e730	['unconventional myosin-IXb isoform X4']

XM_014522367.1/5840-5904(+)	38654	XM_014522367.1:1..6282	region	0	inside e378	['mRNA']
XM_014522367.1/5840-5904(+)	38654	gene-MYO9B	gene	0	inside e378	None
XM_014522367.1/5840-5904(+)	38654	cds-XP_014377853.1	CDS	0	inside e289	['unconventional myosin-IXb isoform X5']

XM_014603464.2/5842-5906(+)	8496	XM_014603464.2:1..7086	region	0	inside e1180	['mRNA']
XM_014603464.2/5842-5906(+)	8496	gene-MYO9B	gene	0	inside e1180	None
XM_014603464.2/5842-5906(+)	8496	cds-XP_014458950.1	CDS	0	inside e730	['unconventional myosin-IXb isoform X1']

XM_014603465.2/5818-5882(+)	8496	XM_014603465.2:1..7062	region	0	inside e1180	['mRNA']
XM_014603465.2/5818-5882(+)	8496	gene-MYO9B	gene	0	inside e1180	None
XM_014603465.2/5818-5882(+)	8496	cds-XP_014458951.1	CDS	0	inside e730	['unconventional myosin-IXb isoform X2']

XM_014603467.2/5698-5762(+)	8496	XM_014603467.2:1..6942	region	0	inside e1180	['mRNA']
XM_014603467.2/5698-5762(+)	8496	gene-MYO9B	gene	0	inside e1180	None
XM_014603467.2/5698-5762(+)	8496	cds-XP_014458953.1	CDS	0	inside e730	['unconventional myosin-IXb isoform X4']

XM_014603468.2/5842-5906(+)	8496	XM_014603468.2:1..6288	region	0	inside e382	['mRNA']
XM_014603468.2/5842-5906(+)	8496	gene-MYO9B	gene	0	inside e382	None
XM_014603468.2/5842-5906(+)	8496	cds-XP_014458954.1	CDS	0	inside e289	['unconventional myosin-IXb isoform X5']

XM_019513648.1/5908-5972(+)	94835	XM_019513648.1:1..7154	region	0	inside e1182	['mRNA']
XM_019513648.1/5908-5972(+)	94835	gene-MYO9B	gene	0	inside e1182	None
XM_019513648.1/5908-5972(+)	94835	cds-XP_019369193.1	CDS	0	inside e730	['unconventional myosin-IXb']

XM_019538371.1/5904-5968(+)	8502	XM_019538371.1:1..7143	region	0	inside e1175	['mRNA']
XM_019538371.1/5904-5968(+)	8502	gene-MYO9B	gene	0	inside e1175	None
XM_019538371.1/5904-5968(+)	8502	cds-XP_019393916.1	CDS	0	inside e730	['unconventional myosin-IXb isoform X1']

XM_019538372.1/5962-6026(+)	8502	XM_019538372.1:1..7201	region	0	inside e1175	['mRNA']
XM_019538372.1/5962-6026(+)	8502	gene-MYO9B	gene	0	inside e1175	None
XM_019538372.1/5962-6026(+)	8502	cds-XP_019393917.1	CDS	0	inside e730	['unconventional myosin-IXb isoform X1']

XM_019538373.1/5998-6062(+)	8502	XM_019538373.1:1..7237	region	0	inside e1175	['mRNA']
XM_019538373.1/5998-6062(+)	8502	gene-MYO9B	gene	0	inside e1175	None
XM_019538373.1/5998-6062(+)	8502	cds-XP_019393918.1	CDS	0	inside e730	['unconventional myosin-IXb isoform X1']

XM_019538374.1/5880-5944(+)	8502	XM_019538374.1:1..7119	region	0	inside e1175	['mRNA']
XM_019538374.1/5880-5944(+)	8502	gene-MYO9B	gene	0	inside e1175	None
XM_019538374.1/5880-5944(+)	8502	cds-XP_019393919.1	CDS	0	inside e730	['unconventional myosin-IXb isoform X2']

XM_019538376.1/5905-5969(+)	8502	XM_019538376.1:1..6351	region	0	inside e382	['mRNA']
XM_019538376.1/5905-5969(+)	8502	gene-MYO9B	gene	0	inside e382	None
XM_019538376.1/5905-5969(+)	8502	cds-XP_019393921.1	CDS	0	inside e289	['unconventional myosin-IXb isoform X4']

XM_004384418.1/5662-5726(+)	127582	XM_004384418.1:1..6006	region	0	inside e280	['mRNA']
XM_004384418.1/5662-5726(+)	127582	gene-LOC101350331	gene	0	inside e280	None
XM_004384418.1/5662-5726(+)	127582	cds-XP_004384475.1	CDS	0	inside e280	['unconventional myosin-IXb']

XM_006877133.1/6076-6140(+)	185453	XM_006877133.1:1..6846	region	0	inside e706	['mRNA']
XM_006877133.1/6076-6140(+)	185453	gene-MYO9B	gene	0	inside e706	None
XM_006877133.1/6076-6140(+)	185453	cds-XP_006877195.1	CDS	0	inside e706	['unconventional myosin-IXb']

XM_006898320.1/5737-5801(+)	28737	XM_006898320.1:1..6513	region	0	inside e712	['mRNA']
XM_006898320.1/5737-5801(+)	28737	gene-MYO9B	gene	0	inside e712	None
XM_006898320.1/5737-5801(+)	28737	cds-XP_006898382.1	CDS	0	inside e712	['LOW QUALITY PROTEIN: unconventional myosin-IXb']

XM_008124223.1/5815-5879(+)	28377	XM_008124223.1:1..6471	region	0	inside e592	['mRNA']
XM_008124223.1/5815-5879(+)	28377	gene-myo9b	gene	0	inside e592	None
XM_008124223.1/5815-5879(+)	28377	cds-XP_008122430.1	CDS	0	inside e268	['unconventional myosin-IXb']

XM_010593468.1/5694-5758(+)	9785	XM_010593468.1:1..6694	region	0	inside e936	['mRNA']
XM_010593468.1/5694-5758(+)	9785	gene-MYO9B	gene	0	inside e936	None
XM_010593468.1/5694-5758(+)	9785	cds-XP_010591770.1	CDS	0	inside e694	['unconventional myosin-IXb']

XM_007945457.1/5590-5654(+)	1230840	XM_007945457.1:1..5949	region	0	inside e295	['mRNA']
XM_007945457.1/5590-5654(+)	1230840	gene-MYO9B	gene	0	inside e295	None
XM_007945457.1/5590-5654(+)	1230840	cds-XP_007943648.1	CDS	0	inside e295	['unconventional myosin-IXb']

XM_016008155.1/5801-5865(+)	230844	XM_016008155.1:1..7322	region	0	inside e1457	['mRNA']
XM_016008155.1/5801-5865(+)	230844	gene-Myo9b	gene	0	inside e1457	None
XM_016008155.1/5801-5865(+)	230844	cds-XP_015863641.1	CDS	0	inside e691	['unconventional myosin-IXb isoform X1']

XM_016008156.1/5798-5862(+)	230844	XM_016008156.1:1..7319	region	0	inside e1457	['mRNA']
XM_016008156.1/5798-5862(+)	230844	gene-Myo9b	gene	0	inside e1457	None
XM_016008156.1/5798-5862(+)	230844	cds-XP_015863642.1	CDS	0	inside e691	['unconventional myosin-IXb isoform X2']

XM_016008157.1/5798-5862(+)	230844	XM_016008157.1:1..7319	region	0	inside e1457	['mRNA']
XM_016008157.1/5798-5862(+)	230844	gene-Myo9b	gene	0	inside e1457	None
XM_016008157.1/5798-5862(+)	230844	cds-XP_015863643.1	CDS	0	inside e691	['unconventional myosin-IXb isoform X3']

XM_016008158.1/5795-5859(+)	230844	XM_016008158.1:1..7316	region	0	inside e1457	['mRNA']
XM_016008158.1/5795-5859(+)	230844	gene-Myo9b	gene	0	inside e1457	None
XM_016008158.1/5795-5859(+)	230844	cds-XP_015863644.1	CDS	0	inside e691	['unconventional myosin-IXb isoform X4']

XM_016008159.1/5792-5856(+)	230844	XM_016008159.1:1..7313	region	0	inside e1457	['mRNA']
XM_016008159.1/5792-5856(+)	230844	gene-Myo9b	gene	0	inside e1457	None
XM_016008159.1/5792-5856(+)	230844	cds-XP_015863645.1	CDS	0	inside e691	['unconventional myosin-IXb isoform X5']

